"trans_date","change_type","addon_or_removal","site","urbanrural","city","site_type","terms","ns","nsptw","nearby","week_diff"
"2008-04-06","site","addon","site 11","urban","Edmonton","Regular",2,-9018,2,"1 | 5 | 10",26
"2008-04-06","site","addon","site 11","urban","Edmonton","Regular",2,1904,529,"1 | 5 | 10",39
"2008-05-11","terminal","removal","site 12","rural","Champion","Regular",2,-3400,326,"1 | 5 | 10",13
"2008-05-11","terminal","removal","site 12","rural","Champion","Regular",2,11872,-479,"1 | 5 | 10",26
"2008-05-11","terminal","removal","site 12","rural","Champion","Regular",2,-787,589,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 13","urban","Medicine Hat","Regular",2,3735,-313,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 13","urban","Medicine Hat","Regular",1,8549,-65,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 13","urban","Medicine Hat","Regular",1,10176,-437,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 14","rural","Brooks","Regular",1,3008,240,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 14","rural","Brooks","Regular",1,-4549,673,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 14","rural","Brooks","Regular",2,6706,644,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 15","urban","Medicine Hat","Regular",1,4386,-118,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 15","urban","Medicine Hat","Regular",1,-5982,492,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 15","urban","Medicine Hat","Regular",1,-4744,365,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 16","rural","Brooks","Regular",2,-2710,-763,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 16","rural","Brooks","Regular",1,-6721,79,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 16","rural","Brooks","Regular",1,9975,122,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 17","rural","Coleman","Regular",1,-4110,-683,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 17","rural","Coleman","Regular",1,6284,126,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 17","rural","Coleman","Regular",1,-4146,228,"1 | 5 | 10",39
"2008-05-25","terminal","removal","site 18","urban","Edmonton","Regular",2,-7101,-210,"1 | 5 | 10",13
"2008-05-25","terminal","removal","site 18","urban","Edmonton","Regular",2,2985,122,"1 | 5 | 10",26
"2008-05-25","terminal","removal","site 18","urban","Edmonton","Regular",1,7296,-629,"1 | 5 | 10",39
"2008-06-01","terminal","removal","site 19","urban","Calgary","Regular",1,-300,49,"1 | 5 | 10",13
"2008-06-01","terminal","removal","site 19","urban","Calgary","Regular",1,10990,667,"1 | 5 | 10",26
"2008-06-01","terminal","removal","site 19","urban","Calgary","Regular",2,10305,848,"1 | 5 | 10",39
"2008-06-08","site","addon","site 20","urban","Edmonton","Regular",2,3991,-579,"1 | 5 | 10",13
"2008-06-08","site","addon","site 20","urban","Edmonton","Regular",1,5254,284,"1 | 5 | 10",26
"2008-06-08","site","addon","site 20","urban","Edmonton","Regular",1,7467,-96,"1 | 5 | 10",39
"2008-06-08","terminal","addon","site 21","urban","Calgary","Regular",1,2208,-197,"1 | 5 | 10",13
"2008-06-08","terminal","addon","site 21","urban","Calgary","Regular",2,-8120,-486,"1 | 5 | 10",26
"2008-06-08","terminal","addon","site 21","urban","Calgary","Regular",1,-6041,-490,"1 | 5 | 10",39
"2008-06-08","terminal","addon","site 22","urban","Calgary","GEC",1,-5080,408,"1 | 5 | 10",13
"2008-06-08","terminal","addon","site 22","urban","Calgary","GEC",1,-5920,-154,"1 | 5 | 10",26
"2008-06-08","terminal","addon","site 22","urban","Calgary","GEC",1,-6509,-642,"1 | 5 | 10",39
"2008-06-08","terminal","addon","site 23","urban","Calgary","GEC",2,8835,325,"1 | 5 | 10",13
"2008-06-08","terminal","addon","site 23","urban","Calgary","GEC",1,3755,28,"1 | 5 | 10",26
"2008-06-08","terminal","addon","site 23","urban","Calgary","GEC",2,-1538,-716,"1 | 5 | 10",39
"2008-06-08","terminal","addon","site 24","rural","Chestermere","Regular",2,-9085,-134,"1 | 5 | 10",13
"2008-06-08","terminal","addon","site 24","rural","Chestermere","Regular",1,-778,-526,"1 | 5 | 10",26
"2008-06-08","terminal","addon","site 24","rural","Chestermere","Regular",2,4258,-246,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 25","urban","Edmonton","Regular",1,-3873,-541,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 25","urban","Edmonton","Regular",1,-8596,-481,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 25","urban","Edmonton","Regular",1,11080,-351,"1 | 5 | 10",39
"2008-06-22","terminal","removal","site 26","urban","Calgary","Casino",1,1720,-236,"1 | 5 | 10",13
"2008-06-22","terminal","removal","site 26","urban","Calgary","Casino",1,10009,731,"1 | 5 | 10",26
"2008-06-22","terminal","removal","site 26","urban","Calgary","Casino",1,-1548,-339,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 27","rural","High Level","GEC",2,6833,-181,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 27","rural","High Level","GEC",1,10388,164,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 27","rural","High Level","GEC",2,-7910,-293,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 28","rural","High Prairie","Regular",1,3739,-96,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 28","rural","High Prairie","Regular",2,4072,-230,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 28","rural","High Prairie","Regular",1,2943,-627,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 29","rural","High River","Regular",2,-6217,-128,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 29","rural","High River","Regular",2,-6577,339,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 29","rural","High River","Regular",1,10357,910,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 30","rural","High Level","GEC",1,-2996,491,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 30","rural","High Level","GEC",2,1395,-62,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 30","rural","High Level","GEC",1,8046,319,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 31","urban","Calgary","Regular",2,3633,386,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 31","urban","Calgary","Regular",1,4858,306,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 31","urban","Calgary","Regular",1,-4128,784,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 32","urban","Edmonton","GEC",2,2582,-338,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 32","urban","Edmonton","GEC",1,-9663,-466,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 32","urban","Edmonton","GEC",1,-9404,166,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 33","urban","Edmonton","GEC",1,5679,-247,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 33","urban","Edmonton","GEC",1,5178,847,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 33","urban","Edmonton","GEC",2,-1576,802,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 34","urban","Edmonton","Regular",2,5181,205,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 34","urban","Edmonton","Regular",2,5680,582,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 34","urban","Edmonton","Regular",1,6720,-530,"1 | 5 | 10",39
"2008-06-22","terminal","addon","site 35","rural","Swan Hills","Regular",2,-937,-311,"1 | 5 | 10",13
"2008-06-22","terminal","addon","site 35","rural","Swan Hills","Regular",1,-505,-538,"1 | 5 | 10",26
"2008-06-22","terminal","addon","site 35","rural","Swan Hills","Regular",2,4391,104,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 36","urban","Edmonton","GEC",2,4252,-153,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 36","urban","Edmonton","GEC",1,6391,-748,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 36","urban","Edmonton","GEC",2,10274,556,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 37","rural","Boyle","Regular",2,8096,271,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 37","rural","Boyle","Regular",2,6895,81,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 37","rural","Boyle","Regular",1,-6054,-60,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 38","urban","Calgary","Regular",1,3075,866,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 38","urban","Calgary","Regular",2,6578,-709,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 38","urban","Calgary","Regular",1,309,917,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 39","rural","Edson","Regular",1,4012,-691,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 39","rural","Edson","Regular",1,799,-527,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 39","rural","Edson","Regular",2,7547,-21,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 40","rural","St. Paul","Regular",2,229,-257,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 40","rural","St. Paul","Regular",1,9687,-459,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 40","rural","St. Paul","Regular",2,4001,71,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 41","rural","Lamont","Regular",1,6976,-498,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 41","rural","Lamont","Regular",1,-8801,-423,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 41","rural","Lamont","Regular",2,-8402,335,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 42","rural","Millet","Regular",2,-5563,-74,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 42","rural","Millet","Regular",1,-2012,409,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 42","rural","Millet","Regular",2,6749,-85,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 43","urban","Lethbridge","GEC",1,5460,-479,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 43","urban","Lethbridge","GEC",2,-6556,-761,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 43","urban","Lethbridge","GEC",2,3405,-48,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 44","rural","Sherwood Park","GEC",1,-6567,-687,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 44","rural","Sherwood Park","GEC",1,8869,505,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 44","rural","Sherwood Park","GEC",2,-6669,511,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 45","urban","Calgary","Regular",1,-6922,423,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 45","urban","Calgary","Regular",2,255,324,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 45","urban","Calgary","Regular",1,-7246,622,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 46","urban","Calgary","GEC",2,567,-762,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 46","urban","Calgary","GEC",1,4999,337,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 46","urban","Calgary","GEC",2,-7108,744,"1 | 5 | 10",39
"2008-06-29","terminal","addon","site 47","rural","Vegreville","Regular",2,-6649,59,"1 | 5 | 10",13
"2008-06-29","terminal","addon","site 47","rural","Vegreville","Regular",1,-2767,89,"1 | 5 | 10",26
"2008-06-29","terminal","addon","site 47","rural","Vegreville","Regular",1,-9885,-599,"1 | 5 | 10",39
"2008-07-13","site","addon","site 48","rural","Niton Junction","Regular",1,5688,747,"1 | 5 | 10",13
"2008-07-13","site","addon","site 48","rural","Niton Junction","Regular",1,2262,206,"1 | 5 | 10",26
"2008-07-13","site","addon","site 48","rural","Niton Junction","Regular",2,4407,51,"1 | 5 | 10",39
"2008-07-13","site","addon","site 49","rural","Leduc","Regular",1,9898,-95,"1 | 5 | 10",13
"2008-07-13","site","addon","site 49","rural","Leduc","Regular",1,-9241,-598,"1 | 5 | 10",26
"2008-07-13","site","addon","site 49","rural","Leduc","Regular",2,-794,420,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 50","urban","Lethbridge","Casino",1,842,-561,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 50","urban","Lethbridge","Casino",2,5001,201,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 50","urban","Lethbridge","Casino",1,11853,-719,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 51","rural","Claresholm","Regular",1,5351,-573,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 51","rural","Claresholm","Regular",2,10664,353,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 51","rural","Claresholm","Regular",1,-2278,-606,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 52","rural","Carstairs","Regular",1,1181,46,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 52","rural","Carstairs","Regular",2,5090,-750,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 52","rural","Carstairs","Regular",2,6337,-425,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 53","rural","Redwater","Regular",1,2849,696,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 53","rural","Redwater","Regular",2,-3627,-695,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 53","rural","Redwater","Regular",1,10365,436,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 54","urban","Calgary","GEC",1,-3323,-403,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 54","urban","Calgary","GEC",1,3860,-83,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 54","urban","Calgary","GEC",2,8610,4,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 55","urban","Edmonton","GEC",2,4524,813,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 55","urban","Edmonton","GEC",1,-2954,35,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 55","urban","Edmonton","GEC",1,-3011,-284,"1 | 5 | 10",39
"2008-08-10","terminal","addon","site 56","rural","St. Paul","GEC",2,-9894,885,"1 | 5 | 10",13
"2008-08-10","terminal","addon","site 56","rural","St. Paul","GEC",1,4591,771,"1 | 5 | 10",26
"2008-08-10","terminal","addon","site 56","rural","St. Paul","GEC",1,4164,-67,"1 | 5 | 10",39
"2008-08-17","terminal","addon","site 57","urban","Camrose","Regular",1,9015,266,"1 | 5 | 10",13
"2008-08-17","terminal","addon","site 57","urban","Camrose","Regular",2,-1305,595,"1 | 5 | 10",26
"2008-08-17","terminal","addon","site 57","urban","Camrose","Regular",1,1600,462,"1 | 5 | 10",39
"2008-08-17","terminal","addon","site 58","urban","Edmonton","GEC",2,10121,-314,"1 | 5 | 10",13
"2008-08-17","terminal","addon","site 58","urban","Edmonton","GEC",1,-6252,-344,"1 | 5 | 10",26
"2008-08-17","terminal","addon","site 58","urban","Edmonton","GEC",1,-5156,-371,"1 | 5 | 10",39
"2008-08-17","terminal","addon","site 59","urban","Edmonton","Regular",2,-8317,-133,"1 | 5 | 10",13
"2008-08-17","terminal","addon","site 59","urban","Edmonton","Regular",2,7779,-737,"1 | 5 | 10",26
"2008-08-17","terminal","addon","site 59","urban","Edmonton","Regular",1,5354,-373,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 60","urban","Medicine Hat","Regular",1,-7754,625,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 60","urban","Medicine Hat","Regular",2,-8207,488,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 60","urban","Medicine Hat","Regular",2,11725,347,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 61","urban","Calgary","Regular",2,4728,614,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 61","urban","Calgary","Regular",1,-4596,-178,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 61","urban","Calgary","Regular",2,8282,-678,"1 | 5 | 10",39
"2008-08-17","terminal","addon","site 62","rural","Redwater","Regular",2,-334,547,"1 | 5 | 10",13
"2008-08-17","terminal","addon","site 62","rural","Redwater","Regular",1,-453,100,"1 | 5 | 10",26
"2008-08-17","terminal","addon","site 62","rural","Redwater","Regular",1,4459,424,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 63","urban","Calgary","Regular",1,9601,66,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 63","urban","Calgary","Regular",1,-9101,-702,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 63","urban","Calgary","Regular",1,-2184,278,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 64","urban","Edmonton","Regular",2,-842,-513,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 64","urban","Edmonton","Regular",1,3212,-681,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 64","urban","Edmonton","Regular",2,-2508,-76,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 65","urban","Lethbridge","Regular",2,631,290,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 65","urban","Lethbridge","Regular",2,6335,-277,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 65","urban","Lethbridge","Regular",2,-8743,-753,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 66","urban","Calgary","Regular",1,-4929,-106,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 66","urban","Calgary","Regular",1,-4191,-759,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 66","urban","Calgary","Regular",1,9876,202,"1 | 5 | 10",39
"2008-08-17","terminal","removal","site 67","urban","Medicine Hat","Regular",2,-4137,640,"1 | 5 | 10",13
"2008-08-17","terminal","removal","site 67","urban","Medicine Hat","Regular",1,1019,-175,"1 | 5 | 10",26
"2008-08-17","terminal","removal","site 67","urban","Medicine Hat","Regular",2,-2590,505,"1 | 5 | 10",39
"2008-08-17","terminal","addon","site 68","rural","Stettler","Regular",1,7791,785,"1 | 5 | 10",13
"2008-08-17","terminal","addon","site 68","rural","Stettler","Regular",2,8111,31,"1 | 5 | 10",26
"2008-08-17","terminal","addon","site 68","rural","Stettler","Regular",1,3370,848,"1 | 5 | 10",39
"2008-08-24","site","addon","site 69","urban","Lethbridge","Regular",2,3820,-109,"1 | 5 | 10",13
"2008-08-24","site","addon","site 69","urban","Lethbridge","Regular",2,2584,566,"1 | 5 | 10",26
"2008-08-24","site","addon","site 69","urban","Lethbridge","Regular",1,11564,47,"1 | 5 | 10",39
"2008-08-24","site","addon","site 70","urban","Medicine Hat","Regular",1,9072,-274,"1 | 5 | 10",13
"2008-08-24","site","addon","site 70","urban","Medicine Hat","Regular",1,-8535,33,"1 | 5 | 10",26
"2008-08-24","site","addon","site 70","urban","Medicine Hat","Regular",1,-2557,-604,"1 | 5 | 10",39
"2008-08-24","site","addon","site 71","urban","Calgary","Regular",2,1641,-1,"1 | 5 | 10",13
"2008-08-24","site","addon","site 71","urban","Calgary","Regular",1,4911,-588,"1 | 5 | 10",26
"2008-08-24","site","addon","site 71","urban","Calgary","Regular",2,3604,198,"1 | 5 | 10",39
"2008-08-31","terminal","addon","site 72","rural","Airdrie","Regular",1,8258,-47,"1 | 5 | 10",13
"2008-08-31","terminal","addon","site 72","rural","Airdrie","Regular",1,-728,-53,"1 | 5 | 10",26
"2008-08-31","terminal","addon","site 72","rural","Airdrie","Regular",2,-7718,-653,"1 | 5 | 10",39
"2008-08-31","terminal","addon","site 73","urban","Medicine Hat","Regular",2,-2294,-61,"1 | 5 | 10",13
"2008-08-31","terminal","addon","site 73","urban","Medicine Hat","Regular",2,9219,-286,"1 | 5 | 10",26
"2008-08-31","terminal","addon","site 73","urban","Medicine Hat","Regular",2,-2585,-330,"1 | 5 | 10",39
"2008-09-07","terminal","addon","site 74","rural","Athabasca","GEC",1,-2313,453,"1 | 5 | 10",13
"2008-09-07","terminal","addon","site 74","rural","Athabasca","GEC",1,-4834,28,"1 | 5 | 10",26
"2008-09-07","terminal","addon","site 74","rural","Athabasca","GEC",2,-766,302,"1 | 5 | 10",39
"2008-09-07","terminal","addon","site 75","rural","Drayton Valley","Regular",2,2059,757,"1 | 5 | 10",13
"2008-09-07","terminal","addon","site 75","rural","Drayton Valley","Regular",1,6243,467,"1 | 5 | 10",26
"2008-09-07","terminal","addon","site 75","rural","Drayton Valley","Regular",1,6633,633,"1 | 5 | 10",39
"2008-09-07","terminal","removal","site 76","rural","Delia","Regular",1,3116,-156,"1 | 5 | 10",13
"2008-09-07","terminal","removal","site 76","rural","Delia","Regular",2,1364,204,"1 | 5 | 10",26
"2008-09-07","terminal","removal","site 76","rural","Delia","Regular",2,8259,350,"1 | 5 | 10",39
"2008-09-14","site","addon","site 77","urban","St. Albert","Regular",1,-4525,237,"1 | 5 | 10",13
"2008-09-14","site","addon","site 77","urban","St. Albert","Regular",2,-9743,338,"1 | 5 | 10",26
"2008-09-14","site","addon","site 77","urban","St. Albert","Regular",2,-2871,-198,"1 | 5 | 10",39
"2008-09-14","site","addon","site 78","urban","Grande Prairie","Regular",1,3687,64,"1 | 5 | 10",13
"2008-09-14","site","addon","site 78","urban","Grande Prairie","Regular",2,3795,-560,"1 | 5 | 10",26
"2008-09-14","site","addon","site 78","urban","Grande Prairie","Regular",1,1960,712,"1 | 5 | 10",39
"2008-09-14","terminal","removal","site 79","urban","Red Deer","Regular",2,3316,-220,"1 | 5 | 10",13
"2008-09-14","terminal","removal","site 79","urban","Red Deer","Regular",1,4829,-432,"1 | 5 | 10",26
"2008-09-14","terminal","removal","site 79","urban","Red Deer","Regular",1,3069,269,"1 | 5 | 10",39
"2008-09-21","site","addon","site 80","urban","Edmonton","Regular",2,-6226,376,"1 | 5 | 10",13
"2008-09-21","site","addon","site 80","urban","Edmonton","Regular",1,5237,194,"1 | 5 | 10",26
"2008-09-21","site","addon","site 80","urban","Edmonton","Regular",1,8173,-293,"1 | 5 | 10",39
"2008-10-05","terminal","removal","site 81","rural","Mossleigh","Regular",2,-6846,-105,"1 | 5 | 10",13
"2008-10-05","terminal","removal","site 81","rural","Mossleigh","Regular",1,-9139,-304,"1 | 5 | 10",26
"2008-10-05","terminal","removal","site 81","rural","Mossleigh","Regular",2,-6696,-446,"1 | 5 | 10",39
"2008-10-12","site","addon","site 82","rural","Darwell","Regular",2,361,-426,"1 | 5 | 10",13
"2008-10-12","site","addon","site 82","rural","Darwell","Regular",1,2508,539,"1 | 5 | 10",26
"2008-10-12","site","addon","site 82","rural","Darwell","Regular",2,4620,93,"1 | 5 | 10",39
"2008-10-12","terminal","removal","site 83","rural","Jenner","Regular",2,6039,346,"1 | 5 | 10",13
"2008-10-12","terminal","removal","site 83","rural","Jenner","Regular",1,-943,-501,"1 | 5 | 10",26
"2008-10-12","terminal","removal","site 83","rural","Jenner","Regular",1,8677,394,"1 | 5 | 10",39
"2008-11-02","site","addon","site 84","rural","Morinville","Regular",2,-8892,845,"1 | 5 | 10",13
"2008-11-02","site","addon","site 84","rural","Morinville","Regular",1,7518,813,"1 | 5 | 10",26
"2008-11-02","site","addon","site 84","rural","Morinville","Regular",2,-3116,-252,"1 | 5 | 10",39
"2008-11-02","site","addon","site 85","rural","Airdrie","Regular",1,7697,-609,"1 | 5 | 10",13
"2008-11-02","site","addon","site 85","rural","Airdrie","Regular",1,-6677,135,"1 | 5 | 10",26
"2008-11-02","site","addon","site 85","rural","Airdrie","Regular",1,-6221,333,"1 | 5 | 10",39
"2008-11-02","site","addon","site 86","rural","Wetaskiwin","Regular",1,10151,-541,"1 | 5 | 10",13
"2008-11-02","site","addon","site 86","rural","Wetaskiwin","Regular",1,4534,-729,"1 | 5 | 10",26
"2008-11-02","site","addon","site 86","rural","Wetaskiwin","Regular",2,-482,747,"1 | 5 | 10",39
"2008-11-02","site","addon","site 87","rural","Okotoks","Regular",2,5808,716,"1 | 5 | 10",13
"2008-11-02","site","addon","site 87","rural","Okotoks","Regular",2,-127,-733,"1 | 5 | 10",26
"2008-11-02","site","addon","site 87","rural","Okotoks","Regular",2,6957,591,"1 | 5 | 10",39
"2008-11-09","terminal","addon","site 88","rural","Brooks","Regular",1,-7609,-658,"1 | 5 | 10",13
"2008-11-09","terminal","addon","site 88","rural","Brooks","Regular",2,3742,22,"1 | 5 | 10",26
"2008-11-09","terminal","addon","site 88","rural","Brooks","Regular",1,-9284,-609,"1 | 5 | 10",39
"2008-11-09","terminal","addon","site 89","urban","Edmonton","Regular",1,8649,-392,"1 | 5 | 10",13
"2008-11-09","terminal","addon","site 89","urban","Edmonton","Regular",1,-4477,477,"1 | 5 | 10",26
"2008-11-09","terminal","addon","site 89","urban","Edmonton","Regular",2,10650,305,"1 | 5 | 10",39
